"phecode","ICD","flag"
"CA_102","V10.20",9
"CA_102","C38.2",10
"CA_102",163.0,9
"CA_102","C34.92",10
"CA_102",164.1,9
"CA_102","C34.9",10
"CA_102",231.2,9
"CA_102","Z85.238",10
"CA_102","C34.80",10
"CA_102","D38.1",10
"CA_102","C38.1",10
"CA_102","Z85.23",10
"CA_102","C34.31",10
"CA_102","C39.9",10
"CA_102",163,9
"CA_102","C34.2",10
"CA_102",231.9,9
"CA_102",162.5,9
"CA_102",164.0,9
"CA_102","C34.10",10
"CA_102","D38.3",10
"CA_102","V10.11",9
"CA_102",162.2,9
"CA_102","C34.01",10
"CA_102","C38.0",10
"CA_102","D02.22",10
"CA_102","C34",10
"CA_102","C39",10
"CA_102",195.1,9
"CA_102","D02.2",10
"CA_102","Z85.12",10
"CA_102","C76.1",10
"CA_102",165.8,9
"CA_102",231,9
"CA_102","D02.4",10
"CA_102",235.7,9
"CA_102","Z85.20",10
"CA_102","C34.91",10
"CA_102","C34.82",10
"CA_102",231.1,9
"CA_102","Z85.1",10
"CA_102",165,9
"CA_102","C34.8",10
"CA_102.1","D02.22",10
"CA_102.1","C34",10
"CA_102.1","D02.2",10
"CA_102.1","C34.91",10
"CA_102.1","C34.82",10
"CA_102.1","C34.8",10
"CA_102.1","C34.30",10
"CA_102.1",162.9,9
"CA_102.1","C34.12",10
"CA_102.1",162.4,9
"CA_102.1","C34.1",10
"CA_102.1","C34.00",10
"CA_102.1","D02.21",10
"CA_102.1","Z85.118",10
"CA_102.1","C34.90",10
"CA_102.1","C34.81",10
"CA_102.1","C34.32",10
"CA_102.1","C34.3",10
"CA_102.1",162.8,9
"CA_102.1","C34.11",10
"CA_102.1","Z85.11",10
"CA_102.1",162.3,9
"CA_102.1","C34.02",10
"CA_102.1",162,9
"CA_102.1","C34.0",10
"CA_102.1","D02.20",10
"CA_102.1","C34.92",10
"CA_102.1","C34.9",10
"CA_102.1",231.2,9
"CA_102.1","C34.80",10
"CA_102.1","C34.31",10
"CA_102.1","C34.2",10
"CA_102.1",162.5,9
"CA_102.1","C34.10",10
"CA_102.1","V10.11",9
"CA_102.1",162.2,9
"CA_102.1","C34.01",10
"CA_102.3","Z85.12",10
"CA_102.3",231.1,9
"CA_102.3",162.0,9
"CA_102.3","C33",10
"CA_102.3","D02.1",10
"CA_102.3","V10.12",9
"CA_102.3","D38.1",10
"CA_102.5",164,9
"CA_102.5","D38.2",10
"CA_102.5",164.9,9
"CA_102.5","C38",10
"CA_102.5","C38.8",10
"CA_102.5",163.9,9
"CA_102.5",164.8,9
"CA_102.5","C37",10
"CA_102.5","C38.4",10
"CA_102.5",163.8,9
"CA_102.5",164.3,9
"CA_102.5","D38.4",10
"CA_102.5","C38.3",10
"CA_102.5",163.1,9
"CA_102.5",164.2,9
"CA_102.5","C38.2",10
"CA_102.5",163.0,9
"CA_102.5",164.1,9
"CA_102.5","Z85.238",10
"CA_102.5","C38.1",10
"CA_102.5","Z85.23",10
"CA_102.5",163,9
"CA_102.5",164.0,9
"CA_102.5","D38.3",10
"CA_102.5","C38.0",10
"CA_102.51",164.1,9
"CA_102.51","C38.0",10
"CA_102.52","C38.1",10
"CA_102.52","D38.3",10
"CA_102.52",164.9,9
"CA_102.52",164.8,9
"CA_102.52",164.3,9
"CA_102.52","C38.3",10
"CA_102.52",164.2,9
"CA_102.52","C38.2",10
"CA_102.53",163.0,9
"CA_102.53",163,9
"CA_102.53","D38.2",10
"CA_102.53",163.9,9
"CA_102.53","C38.4",10
"CA_102.53",163.8,9
"CA_102.53",163.1,9
"CA_102.54","Z85.238",10
"CA_102.54","Z85.23",10
"CA_102.54",164.0,9
"CA_102.54","C37",10
"CA_102.54","D38.4",10
"CA_103","C43.30",10
"CA_103","C44.1",10
"CA_103","D03.8",10
"CA_103","D04.22",10
"CA_103",238.2,9
"CA_103","C44.42",10
"CA_103","C44.729",10
"CA_103",173.12,9
"CA_103",173.50,9
"CA_103","C43.21",10
"CA_103",232.1,9
"CA_103","C44.0",10
"CA_103","D03.70",10
"CA_103","D48.5",10
"CA_103","C44.1991",10
"CA_103","C44.291",10
"CA_103","C44.39",10
"CA_103","C44.72",10
"CA_103",173.02,9
"CA_103",173.40,9
"CA_103","C43.122",10
"CA_103","D03.61",10
"CA_103","D04.11",10
"CA_103","C44.1392",10
"CA_103","D04.60",10
"CA_103","C44.320",10
"CA_103","C44.711",10
"CA_103",172.9,9
"CA_103",173.30,9
"CA_103","C43.112",10
"CA_103",232.8,9
"CA_103","C44.1022",10
"CA_103","D03.59",10
"CA_103","C44.1322",10
"CA_103","C44.311",10
"CA_103","C44.50",10
"CA_103","C44.6",10
"CA_103","C44.699",10
"CA_103","C44.792",10
"CA_103",172.6,9
"CA_103",173.20,9
"CA_103",173.91,9
"CA_103","C43.10",10
"CA_103","C44.02",10
"CA_103","D03.5",10
"CA_103","C44.131",10
"CA_103","D04.20",10
"CA_103","C44.202",10
"CA_103","D04.8",10
"CA_103","C44.300",10
"CA_103","C44.40",10
"CA_103","C44.622",10
"CA_103","Z86.006",10
"CA_103",172.3,9
"CA_103",173.10,9
"CA_103",173.81,9
"CA_103","C43",10
"CA_103",232,9
"CA_103","C43.9",10
"CA_103","D03.30",10
"CA_103","C44.1291",10
"CA_103","C44.192",10
"CA_103","C44.229",10
"CA_103","C44.619",10
"CA_103",172.0,9
"CA_103",173.00,9
"CA_103",173.71,9
"CA_103","C43.71",10
"CA_103","D03.21",10
"CA_103","C44.1221",10
"CA_103","D04.1",10
"CA_103","D04.5",10
"CA_103","C44.22",10
"CA_103","C44.61",10
"CA_103","C44.709",10
"CA_103",173.61,9
"CA_103",232.6,9
"CA_103","C43.62",10
"CA_103","D03.122",10
"CA_103","C44.10",10
"CA_103","C44.12",10
"CA_103","C44.211",10
"CA_103","C44.59",10
"CA_103",173.51,9
"CA_103","C43.6",10
"CA_103","D03.112",10
"CA_103","C44.00",10
"CA_103","C44.119",10
"CA_103","D04.122",10
"CA_103","C44.1992",10
"CA_103","D04.71",10
"CA_103","C44.292",10
"CA_103","C44.390",10
"CA_103","C44.520",10
"CA_103","C44.99",10
"CA_103",173.41,9
"CA_103","C43.51",10
"CA_103","D03.10",10
"CA_103","C44.112",10
"CA_103","C44.511",10
"CA_103","C44.89",10
"CA_103",173.31,9
"CA_103","C43.39",10
"CA_103","D03",10
"CA_103","C44.109",10
"CA_103","D04",10
"CA_103","D04.39",10
"CA_103","C44.500",10
"CA_103","C44.60",10
"CA_103","C44.7",10
"CA_103","C44.799",10
"CA_103","Z85.820",10
"CA_103","V10.82",9
"CA_103",173.21,9
"CA_103","C43.3",10
"CA_103",232.4,9
"CA_103","D03.72",10
"CA_103","C44.209",10
"CA_103","C44.301",10
"CA_103","C44.41",10
"CA_103","C44.722",10
"CA_103",173.11,9
"CA_103","C43.20",10
"CA_103","D03.7",10
"CA_103","D04.12",10
"CA_103","C44.1921",10
"CA_103","D04.7",10
"CA_103","C44.329",10
"CA_103","C44.719",10
"CA_103",173.01,9
"CA_103","C43.121",10
"CA_103","D03.60",10
"CA_103","C44.1391",10
"CA_103","C44.32",10
"CA_103","C44.71",10
"CA_103",172.8,9
"CA_103",173.99,9
"CA_103","C43.111",10
"CA_103","C44.101",10
"CA_103","D03.52",10
"CA_103","C44.1321",10
"CA_103","D04.3",10
"CA_103","C44.310",10
"CA_103","C44.590",10
"CA_103","C44.69",10
"CA_103",172.5,9
"CA_103",173.89,9
"CA_103","C43.1",10
"CA_103",232.2,9
"CA_103","C44.01",10
"CA_103","D03.4",10
"CA_103","C44.13",10
"CA_103","C44.2",10
"CA_103","C44.299",10
"CA_103","C44.391",10
"CA_103","C44.621",10
"CA_103",172.2,9
"CA_103",173.79,9
"CA_103","C43.8",10
"CA_103","D03.3",10
"CA_103","C44.129",10
"CA_103","D04.111",10
"CA_103","D04.61",10
"CA_103","C44.222",10
"CA_103","C44.612",10
"CA_103","C44.9",10
"CA_103",172,9
"CA_103",173.69,9
"CA_103",232.9,9
"CA_103","C43.70",10
"CA_103","D03.20",10
"CA_103","C44.1091",10
"CA_103","C44.122",10
"CA_103","C44.219",10
"CA_103","C44.501",10
"CA_103","C44.601",10
"CA_103","C44.70",10
"CA_103","C44.8",10
"CA_103",173.59,9
"CA_103","C43.61",10
"CA_103","D03.121",10
"CA_103","C44.1192",10
"CA_103","D04.21",10
"CA_103","C44.21",10
"CA_103","D04.9",10
"CA_103","C44.309",10
"CA_103","C44.529",10
"CA_103",173.49,9
"CA_103",232.0,9
"CA_103","C43.59",10
"CA_103","D03.111",10
"CA_103","C44.1122",10
"CA_103","C44.1922",10
"CA_103","C44.52",10
"CA_103","C44.92",10
"CA_103",173.39,9
"CA_103","C43.5",10
"CA_103","D03.1",10
"CA_103","C44.111",10
"CA_103","D04.10",10
"CA_103","D04.6",10
"CA_103","C44.510",10
"CA_103","C44.82",10
"CA_103","Z85.828",10
"CA_103",173.29,9
"CA_103","C43.31",10
"CA_103",232.7,9
"CA_103","C44.102",10
"CA_103","D03.9",10
"CA_103","C44.49",10
"CA_103","C44.591",10
"CA_103","C44.691",10
"CA_103","C44.79",10
"CA_103",173.19,9
"CA_103",173.9,9
"CA_103","C43.22",10
"CA_103","D03.71",10
"CA_103","D04.2",10
"CA_103","C44.20",10
"CA_103","D04.72",10
"CA_103","C44.3",10
"CA_103","C44.399",10
"CA_103","C44.721",10
"CA_103",173.09,9
"CA_103",173.8,9
"CA_103","C43.2",10
"CA_103","D03.62",10
"CA_103","C44.19",10
"CA_103","C44.321",10
"CA_103","C44.712",10
"CA_103","C44.90",10
"CA_103",173,9
"CA_103",173.7,9
"CA_103","C43.12",10
"CA_103","C44.1092",10
"CA_103","D03.6",10
"CA_103","D04.0",10
"CA_103","C44.139",10
"CA_103","D04.4",10
"CA_103","C44.319",10
"CA_103","C44.509",10
"CA_103","C44.602",10
"CA_103","C44.701",10
"CA_103","C44.80",10
"CA_103",172.7,9
"CA_103",173.6,9
"CA_103",173.92,9
"CA_103","C43.11",10
"CA_103",232.5,9
"CA_103","C44.09",10
"CA_103","D03.51",10
"CA_103","C44.132",10
"CA_103","C44.31",10
"CA_103","C44.629",10
"CA_103","Z86.007",10
"CA_103",172.4,9
"CA_103",173.5,9
"CA_103",173.82,9
"CA_103","C43.0",10
"CA_103","C44",10
"CA_103","D03.39",10
"CA_103","C44.1292",10
"CA_103","D04.121",10
"CA_103","C44.199",10
"CA_103","D04.70",10
"CA_103","C44.29",10
"CA_103","C44.62",10
"CA_103",172.1,9
"CA_103",173.4,9
"CA_103",173.72,9
"CA_103","C43.72",10
"CA_103","D03.22",10
"CA_103","C44.1222",10
"CA_103","C44.221",10
"CA_103","C44.611",10
"CA_103",173.3,9
"CA_103",173.62,9
"CA_103","C43.7",10
"CA_103","D03.2",10
"CA_103","C44.1021",10
"CA_103","C44.121",10
"CA_103","D04.30",10
"CA_103","C44.212",10
"CA_103","C44.5",10
"CA_103","C44.599",10
"CA_103","C44.692",10
"CA_103","C44.791",10
"CA_103","Z85.82",10
"CA_103",173.2,9
"CA_103",173.52,9
"CA_103",173.90,9
"CA_103",232.3,9
"CA_103","C43.60",10
"CA_103","D03.12",10
"CA_103","C44.1191",10
"CA_103","C44.201",10
"CA_103","C44.30",10
"CA_103","C44.4",10
"CA_103","C44.521",10
"CA_103",173.1,9
"CA_103",173.42,9
"CA_103",173.80,9
"CA_103","C43.52",10
"CA_103","D03.11",10
"CA_103","C44.1121",10
"CA_103","D04.112",10
"CA_103","C44.191",10
"CA_103","D04.62",10
"CA_103","C44.519",10
"CA_103","C44.91",10
"CA_103",173.0,9
"CA_103",173.32,9
"CA_103",173.70,9
"CA_103","C43.4",10
"CA_103","D03.0",10
"CA_103","C44.11",10
"CA_103","C44.51",10
"CA_103","C44.609",10
"CA_103","C44.702",10
"CA_103","C44.81",10
"CA_103","V10.83",9
"CA_103",173.22,9
"CA_103",173.60,9
"CA_103.1","C43.11",10
"CA_103.1","D03.51",10
"CA_103.1","Z86.007",10
"CA_103.1",172.4,9
"CA_103.1","C43.0",10
"CA_103.1","D03.39",10
"CA_103.1",172.1,9
"CA_103.1","C43.72",10
"CA_103.1","D03.22",10
"CA_103.1","C43.7",10
"CA_103.1","D03.2",10
"CA_103.1","C43.60",10
"CA_103.1","D03.12",10
"CA_103.1","C43.52",10
"CA_103.1","D03.11",10
"CA_103.1","C43.4",10
"CA_103.1","D03.0",10
"CA_103.1","C43.30",10
"CA_103.1","D03.8",10
"CA_103.1","C43.21",10
"CA_103.1","D03.70",10
"CA_103.1","C43.122",10
"CA_103.1","D03.61",10
"CA_103.1",172.9,9
"CA_103.1","C43.112",10
"CA_103.1","D03.59",10
"CA_103.1",172.6,9
"CA_103.1","C43.10",10
"CA_103.1","D03.5",10
"CA_103.1","Z86.006",10
"CA_103.1",172.3,9
"CA_103.1","C43",10
"CA_103.1","C43.9",10
"CA_103.1","D03.30",10
"CA_103.1",172.0,9
"CA_103.1","C43.71",10
"CA_103.1","D03.21",10
"CA_103.1","C43.62",10
"CA_103.1","D03.122",10
"CA_103.1","C43.6",10
"CA_103.1","D03.112",10
"CA_103.1","C43.51",10
"CA_103.1","D03.10",10
"CA_103.1","C43.39",10
"CA_103.1","D03",10
"CA_103.1","Z85.820",10
"CA_103.1","V10.82",9
"CA_103.1","C43.3",10
"CA_103.1","D03.72",10
"CA_103.1","C43.20",10
"CA_103.1","D03.7",10
"CA_103.1","C43.121",10
"CA_103.1","D03.60",10
"CA_103.1",172.8,9
"CA_103.1","C43.111",10
"CA_103.1","D03.52",10
"CA_103.1",172.5,9
"CA_103.1","C43.1",10
"CA_103.1","D03.4",10
"CA_103.1",172.2,9
"CA_103.1","C43.8",10
"CA_103.1","D03.3",10
"CA_103.1",172,9
"CA_103.1","C43.70",10
"CA_103.1","D03.20",10
"CA_103.1","C43.61",10
"CA_103.1","D03.121",10
"CA_103.1","C43.59",10
"CA_103.1","D03.111",10
"CA_103.1","C43.5",10
"CA_103.1","D03.1",10
"CA_103.1","C43.31",10
"CA_103.1","D03.9",10
"CA_103.1","C43.22",10
"CA_103.1","D03.71",10
"CA_103.1","C43.2",10
"CA_103.1","D03.62",10
"CA_103.1","C43.12",10
"CA_103.1","D03.6",10
"CA_103.1",172.7,9
"CA_103.2","C44.132",10
"CA_103.2","C44.31",10
"CA_103.2","C44.629",10
"CA_103.2",173.82,9
"CA_103.2","C44.1292",10
"CA_103.2","C44.62",10
"CA_103.2",173.72,9
"CA_103.2","C44.1222",10
"CA_103.2","C44.221",10
"CA_103.2","C44.611",10
"CA_103.2",173.62,9
"CA_103.2","C44.121",10
"CA_103.2","C44.212",10
"CA_103.2",173.52,9
"CA_103.2","C44.1191",10
"CA_103.2","C44.521",10
"CA_103.2",173.42,9
"CA_103.2","C44.1121",10
"CA_103.2","C44.519",10
"CA_103.2","C44.91",10
"CA_103.2",173.32,9
"CA_103.2","C44.11",10
"CA_103.2","C44.51",10
"CA_103.2","C44.81",10
"CA_103.2",173.22,9
"CA_103.2","C44.42",10
"CA_103.2","C44.729",10
"CA_103.2",173.12,9
"CA_103.2","C44.72",10
"CA_103.2",173.02,9
"CA_103.2","C44.1392",10
"CA_103.2","C44.320",10
"CA_103.2","C44.711",10
"CA_103.2","C44.1322",10
"CA_103.2","C44.311",10
"CA_103.2",173.91,9
"CA_103.2","C44.02",10
"CA_103.2","C44.131",10
"CA_103.2","C44.622",10
"CA_103.2",173.81,9
"CA_103.2","C44.1291",10
"CA_103.2","C44.229",10
"CA_103.2","C44.619",10
"CA_103.2",173.71,9
"CA_103.2","C44.1221",10
"CA_103.2","C44.22",10
"CA_103.2","C44.61",10
"CA_103.2",173.61,9
"CA_103.2","C44.12",10
"CA_103.2","C44.211",10
"CA_103.2",173.51,9
"CA_103.2","C44.119",10
"CA_103.2","C44.520",10
"CA_103.2",173.41,9
"CA_103.2","C44.112",10
"CA_103.2","C44.511",10
"CA_103.2",173.31,9
"CA_103.2",173.21,9
"CA_103.2","C44.41",10
"CA_103.2","C44.722",10
"CA_103.2",173.11,9
"CA_103.2","C44.329",10
"CA_103.2","C44.719",10
"CA_103.2",173.01,9
"CA_103.2","C44.1391",10
"CA_103.2","C44.32",10
"CA_103.2","C44.71",10
"CA_103.2","C44.1321",10
"CA_103.2","C44.310",10
"CA_103.2","C44.01",10
"CA_103.2","C44.13",10
"CA_103.2","C44.621",10
"CA_103.2","C44.129",10
"CA_103.2","C44.222",10
"CA_103.2","C44.612",10
"CA_103.2","C44.122",10
"CA_103.2","C44.219",10
"CA_103.2","C44.1192",10
"CA_103.2","C44.21",10
"CA_103.2","C44.529",10
"CA_103.2","C44.1122",10
"CA_103.2","C44.52",10
"CA_103.2","C44.92",10
"CA_103.2","C44.111",10
"CA_103.2","C44.510",10
"CA_103.2","C44.82",10
"CA_103.2","C44.721",10
"CA_103.2","C44.321",10
"CA_103.2","C44.712",10
"CA_103.2","C44.139",10
"CA_103.2","C44.319",10
"CA_103.2",173.92,9
"CA_103.21","C44.1192",10
"CA_103.21","C44.21",10
"CA_103.21","C44.1122",10
"CA_103.21","C44.111",10
"CA_103.21","C44.510",10
"CA_103.21","C44.712",10
"CA_103.21","C44.319",10
"CA_103.21","C44.31",10
"CA_103.21","C44.611",10
"CA_103.21","C44.212",10
"CA_103.21","C44.1191",10
"CA_103.21","C44.1121",10
"CA_103.21","C44.519",10
"CA_103.21","C44.91",10
"CA_103.21","C44.11",10
"CA_103.21","C44.51",10
"CA_103.21","C44.81",10
"CA_103.21","C44.711",10
"CA_103.21","C44.311",10
"CA_103.21",173.91,9
"CA_103.21",173.81,9
"CA_103.21","C44.619",10
"CA_103.21",173.71,9
"CA_103.21","C44.61",10
"CA_103.21",173.61,9
"CA_103.21","C44.211",10
"CA_103.21",173.51,9
"CA_103.21","C44.119",10
"CA_103.21",173.41,9
"CA_103.21","C44.112",10
"CA_103.21","C44.511",10
"CA_103.21",173.31,9
"CA_103.21",173.21,9
"CA_103.21","C44.41",10
"CA_103.21",173.11,9
"CA_103.21","C44.719",10
"CA_103.21",173.01,9
"CA_103.21","C44.71",10
"CA_103.21","C44.310",10
"CA_103.21","C44.01",10
"CA_103.21","C44.612",10
"CA_103.21","C44.219",10
"CA_103.22","C44.529",10
"CA_103.22","C44.52",10
"CA_103.22","C44.92",10
"CA_103.22","C44.82",10
"CA_103.22","C44.721",10
"CA_103.22","C44.321",10
"CA_103.22","C44.139",10
"CA_103.22",173.92,9
"CA_103.22","C44.132",10
"CA_103.22","C44.629",10
"CA_103.22",173.82,9
"CA_103.22","C44.1292",10
"CA_103.22","C44.62",10
"CA_103.22",173.72,9
"CA_103.22","C44.1222",10
"CA_103.22","C44.221",10
"CA_103.22",173.62,9
"CA_103.22","C44.121",10
"CA_103.22",173.52,9
"CA_103.22","C44.521",10
"CA_103.22",173.42,9
"CA_103.22",173.32,9
"CA_103.22",173.22,9
"CA_103.22","C44.42",10
"CA_103.22","C44.729",10
"CA_103.22",173.12,9
"CA_103.22","C44.72",10
"CA_103.22",173.02,9
"CA_103.22","C44.1392",10
"CA_103.22","C44.320",10
"CA_103.22","C44.1322",10
"CA_103.22","C44.02",10
"CA_103.22","C44.131",10
"CA_103.22","C44.622",10
"CA_103.22","C44.1291",10
"CA_103.22","C44.229",10
"CA_103.22","C44.1221",10
"CA_103.22","C44.22",10
"CA_103.22","C44.12",10
"CA_103.22","C44.520",10
"CA_103.22","C44.722",10
"CA_103.22","C44.329",10
"CA_103.22","C44.1391",10
"CA_103.22","C44.32",10
"CA_103.22","C44.1321",10
"CA_103.22","C44.13",10
"CA_103.22","C44.621",10
"CA_103.22","C44.129",10
"CA_103.22","C44.222",10
"CA_103.22","C44.122",10
"CA_103.3",232.5,9
"CA_103.3","D04.121",10
"CA_103.3","D04.70",10
"CA_103.3","D04.30",10
"CA_103.3",232.3,9
"CA_103.3","D04.112",10
"CA_103.3","D04.62",10
"CA_103.3","D04.22",10
"CA_103.3",232.1,9
"CA_103.3","D04.11",10
"CA_103.3","D04.60",10
"CA_103.3",232.8,9
"CA_103.3","D04.20",10
"CA_103.3","D04.8",10
"CA_103.3",232,9
"CA_103.3","D04.1",10
"CA_103.3","D04.5",10
"CA_103.3",232.6,9
"CA_103.3","D04.122",10
"CA_103.3","D04.71",10
"CA_103.3","D04",10
"CA_103.3","D04.39",10
"CA_103.3",232.4,9
"CA_103.3","D04.12",10
"CA_103.3","D04.7",10
"CA_103.3","D04.3",10
"CA_103.3",232.2,9
"CA_103.3","D04.111",10
"CA_103.3","D04.61",10
"CA_103.3",232.9,9
"CA_103.3","D04.21",10
"CA_103.3","D04.9",10
"CA_103.3",232.0,9
"CA_103.3","D04.10",10
"CA_103.3","D04.6",10
"CA_103.3",232.7,9
"CA_103.3","D04.2",10
"CA_103.3","D04.72",10
"CA_103.3","D04.0",10
"CA_103.3","D04.4",10
"CA_104","C40.31",10
"CA_104","C49.3",10
"CA_104",170.4,9
"CA_104","C46.5",10
"CA_104","C49.20",10
"CA_104",170.1,9
"CA_104",176.1,9
"CA_104","C40.22",10
"CA_104","C49.11",10
"CA_104","C40.2",10
"CA_104","C49.0",10
"CA_104","C22.3",10
"CA_104","C40",10
"CA_104","C40.10",10
"CA_104",238.0,9
"CA_104","C48.2",10
"CA_104","C40.01",10
"CA_104","D48.3",10
"CA_104","C46.3",10
"CA_104","C48",10
"CA_104",176,9
"CA_104","C41.3",10
"CA_104","C47.6",10
"CA_104",171.8,9
"CA_104","C41.0",10
"CA_104","D49.2",10
"CA_104","C46.9",10
"CA_104",158.8,9
"CA_104","C47.3",10
"CA_104","C49.A4",10
"CA_104",171.5,9
"CA_104",176.8,9
"CA_104","C40.91",10
"CA_104","C47.20",10
"CA_104","C49.A1",10
"CA_104",171.2,9
"CA_104","C40.82",10
"CA_104","D48.1",10
"CA_104","C46.1",10
"CA_104","C47.11",10
"CA_104","Z85.830",10
"CA_104","C49.9",10
"CA_104",170.9,9
"CA_104","C40.8",10
"CA_104","C47.0",10
"CA_104","C49.5",10
"CA_104",170.6,9
"CA_104","C46.52",10
"CA_104","C49.22",10
"CA_104",170.3,9
"CA_104",176.4,9
"CA_104","C40.30",10
"CA_104","C49.2",10
"CA_104",170.0,9
"CA_104","C40.21",10
"CA_104",239.2,9
"CA_104","C46",10
"CA_104","C49.10",10
"CA_104","C40.12",10
"CA_104","C49",10
"CA_104","C40.1",10
"CA_104","C46.50",10
"CA_104","C48.1",10
"CA_104",176.2,9
"CA_104","C40.00",10
"CA_104","C41.9",10
"CA_104","C47.9",10
"CA_104","C41.2",10
"CA_104","C47.5",10
"CA_104","C49.A9",10
"CA_104",171.7,9
"CA_104","C22.4",10
"CA_104","C41",10
"CA_104",238.1,9
"CA_104",158.0,9
"CA_104","C47.22",10
"CA_104","C49.A3",10
"CA_104",171.4,9
"CA_104","C40.90",10
"CA_104","D48.4",10
"CA_104","C46.4",10
"CA_104","C47.2",10
"CA_104","C49.A0",10
"CA_104",171.0,9
"CA_104",176.0,9
"CA_104","C40.81",10
"CA_104","C47.10",10
"CA_104","C49.8",10
"CA_104",170.8,9
"CA_104","C40.32",10
"CA_104","C47",10
"CA_104","V10.81",9
"CA_104","C49.4",10
"CA_104",170.5,9
"CA_104",176.9,9
"CA_104","C49.21",10
"CA_104",170.2,9
"CA_104","C40.3",10
"CA_104","D48.2",10
"CA_104","C46.2",10
"CA_104","C49.12",10
"CA_104",170,9
"CA_104","C40.20",10
"CA_104","C49.1",10
"CA_104","C40.0",10
"CA_104","C40.11",10
"CA_104",235.4,9
"CA_104","C46.7",10
"CA_104","C48.8",10
"CA_104",176.5,9
"CA_104","C40.02",10
"CA_104","C48.0",10
"CA_104","C41.4",10
"CA_104","D48.0",10
"CA_104","C46.0",10
"CA_104","Z85.83",10
"CA_104","C47.8",10
"CA_104",171.9,9
"CA_104","C41.1",10
"CA_104",158.9,9
"CA_104","C47.4",10
"CA_104","C49.A5",10
"CA_104",171.6,9
"CA_104","C40.92",10
"CA_104","C46.51",10
"CA_104",158,9
"CA_104","C47.21",10
"CA_104","C49.A2",10
"CA_104",171.3,9
"CA_104",176.3,9
"CA_104","C40.9",10
"CA_104","C47.12",10
"CA_104","Z85.831",10
"CA_104","C49.A",10
"CA_104",171,9
"CA_104","C40.80",10
"CA_104","C47.1",10
"CA_104","C49.6",10
"CA_104",170.7,9
"CA_104",727.02,9
"CA_104.1","C40.02",10
"CA_104.1","C41.4",10
"CA_104.1","D48.0",10
"CA_104.1","C41.1",10
"CA_104.1","C40.92",10
"CA_104.1","C40.9",10
"CA_104.1","C40.80",10
"CA_104.1",170.7,9
"CA_104.1","C40.31",10
"CA_104.1",170.4,9
"CA_104.1",170.1,9
"CA_104.1","C40.22",10
"CA_104.1","C40.2",10
"CA_104.1","C40",10
"CA_104.1","C40.10",10
"CA_104.1",238.0,9
"CA_104.1","C40.01",10
"CA_104.1","C41.3",10
"CA_104.1","C41.0",10
"CA_104.1","C40.91",10
"CA_104.1","C40.82",10
"CA_104.1","Z85.830",10
"CA_104.1",170.9,9
"CA_104.1","C40.8",10
"CA_104.1",170.6,9
"CA_104.1",170.3,9
"CA_104.1","C40.30",10
"CA_104.1",170.0,9
"CA_104.1","C40.21",10
"CA_104.1","C40.12",10
"CA_104.1","C40.1",10
"CA_104.1","C40.00",10
"CA_104.1","C41.9",10
"CA_104.1","C41.2",10
"CA_104.1","C41",10
"CA_104.1","C40.90",10
"CA_104.1","C40.81",10
"CA_104.1",170.8,9
"CA_104.1","C40.32",10
"CA_104.1","V10.81",9
"CA_104.1",170.5,9
"CA_104.1",170.2,9
"CA_104.1","C40.3",10
"CA_104.1",170,9
"CA_104.1","C40.20",10
"CA_104.1","C40.0",10
"CA_104.1","C40.11",10
"CA_104.2",235.4,9
"CA_104.2","C48.8",10
"CA_104.2","C48.0",10
"CA_104.2",158.9,9
"CA_104.2",158,9
"CA_104.2","C48.2",10
"CA_104.2","D48.3",10
"CA_104.2","C48",10
"CA_104.2",158.8,9
"CA_104.2","C48.1",10
"CA_104.2",158.0,9
"CA_104.2","D48.4",10
"CA_104.3",171.9,9
"CA_104.3",171.6,9
"CA_104.3",171.3,9
"CA_104.3","Z85.831",10
"CA_104.3",171,9
"CA_104.3","C49.6",10
"CA_104.3",727.02,9
"CA_104.3","C49.3",10
"CA_104.3","C49.20",10
"CA_104.3","C49.11",10
"CA_104.3","C49.0",10
"CA_104.3",171.8,9
"CA_104.3",171.5,9
"CA_104.3",171.2,9
"CA_104.3","D48.1",10
"CA_104.3","C49.9",10
"CA_104.3","C49.5",10
"CA_104.3","C49.22",10
"CA_104.3","C49.2",10
"CA_104.3","C49.10",10
"CA_104.3","C49",10
"CA_104.3",171.7,9
"CA_104.3",238.1,9
"CA_104.3",171.4,9
"CA_104.3",171.0,9
"CA_104.3","C49.8",10
"CA_104.3","C49.4",10
"CA_104.3","C49.21",10
"CA_104.3","C49.12",10
"CA_104.3","C49.1",10
"CA_104.4","C47.8",10
"CA_104.4","C47.4",10
"CA_104.4","C47.21",10
"CA_104.4","C47.12",10
"CA_104.4","C47.1",10
"CA_104.4","C47.6",10
"CA_104.4","C47.3",10
"CA_104.4","C47.20",10
"CA_104.4","C47.11",10
"CA_104.4","C47.0",10
"CA_104.4","C47.9",10
"CA_104.4","C47.5",10
"CA_104.4","C47.22",10
"CA_104.4","C47.2",10
"CA_104.4","C47.10",10
"CA_104.4","C47",10
"CA_104.4","D48.2",10
"CA_104.5","C49.A5",10
"CA_104.5","C49.A2",10
"CA_104.5","C49.A",10
"CA_104.5","C49.A4",10
"CA_104.5","C49.A1",10
"CA_104.5","C49.A9",10
"CA_104.5","C49.A3",10
"CA_104.5","C49.A0",10
"CA_104.6","C46.7",10
"CA_104.6",176.5,9
