"phecode","ICD","flag"
"DE_686.2","L97.316",10
"DE_686.2","L97.403",10
"DE_686.2","L97.421",10
"DE_686.2","L97.508",10
"DE_686.2","L97.525",10
"DE_686.2","L97.812",10
"DE_686.2","L97.9",10
"DE_686.2","L97.916",10
"DE_686.2","L98.422",10
"DE_686.2","L97",10
"DE_686.2","L97.115",10
"DE_686.2","L97.202",10
"DE_686.2","L97.22",10
"DE_686.2","L97.306",10
"DE_686.2","L97.324",10
"DE_686.2","L97.411",10
"DE_686.2","L97.429",10
"DE_686.2","L97.515",10
"DE_686.2","L97.802",10
"DE_686.2","L97.82",10
"DE_686.2","L97.906",10
"DE_686.2","L97.924",10
"DE_686.2",707.14,9
"DE_686.2","L98.412",10
"DE_686.2","L98.49",10
"DE_686.2","L97.105",10
"DE_686.2","L97.123",10
"DE_686.2","L97.21",10
"DE_686.2","L97.228",10
"DE_686.2","L97.314",10
"DE_686.2","L97.401",10
"DE_686.2","L97.419",10
"DE_686.2","L97.505",10
"DE_686.2","L97.523",10
"DE_686.2","L97.81",10
"DE_686.2","L97.828",10
"DE_686.2","L97.914",10
"DE_686.2","L98.42",10
"DE_686.2","L98.498",10
"DE_686.2","L97.113",10
"DE_686.2","L97.20",10
"DE_686.2","L97.218",10
"DE_686.2","L97.304",10
"DE_686.2","L97.322",10
"DE_686.2","L97.409",10
"DE_686.2","L97.426",10
"DE_686.2","L97.513",10
"DE_686.2","L97.80",10
"DE_686.2","L97.818",10
"DE_686.2","L97.904",10
"DE_686.2","L97.922",10
"DE_686.2",707.12,9
"DE_686.2","L98.41",10
"DE_686.2","L98.428",10
"DE_686.2","L97.103",10
"DE_686.2","L97.121",10
"DE_686.2","L97.208",10
"DE_686.2","L97.225",10
"DE_686.2","L97.312",10
"DE_686.2","L97.4",10
"DE_686.2","L97.416",10
"DE_686.2","L97.503",10
"DE_686.2","L97.521",10
"DE_686.2","L97.808",10
"DE_686.2","L97.825",10
"DE_686.2","L97.912",10
"DE_686.2","L98.418",10
"DE_686.2","L98.495",10
"DE_686.2","L97.111",10
"DE_686.2","L97.129",10
"DE_686.2","L97.215",10
"DE_686.2","L97.302",10
"DE_686.2","L97.32",10
"DE_686.2","L97.406",10
"DE_686.2","L97.424",10
"DE_686.2","L97.511",10
"DE_686.2","L97.529",10
"DE_686.2","L97.815",10
"DE_686.2","L97.902",10
"DE_686.2","L97.92",10
"DE_686.2",707.10,9
"DE_686.2","L98.425",10
"DE_686.2","L97.101",10
"DE_686.2","L97.119",10
"DE_686.2","L97.205",10
"DE_686.2","L97.223",10
"DE_686.2","L97.31",10
"DE_686.2","L97.328",10
"DE_686.2","L97.414",10
"DE_686.2","L97.501",10
"DE_686.2","L97.519",10
"DE_686.2","L97.805",10
"DE_686.2","L97.823",10
"DE_686.2","L97.91",10
"DE_686.2","L97.928",10
"DE_686.2","L98.415",10
"DE_686.2","L98.493",10
"DE_686.2","L97.109",10
"DE_686.2","L97.126",10
"DE_686.2","L97.213",10
"DE_686.2","L97.30",10
"DE_686.2","L97.318",10
"DE_686.2","L97.404",10
"DE_686.2","L97.422",10
"DE_686.2","L97.509",10
"DE_686.2","L97.526",10
"DE_686.2","L97.813",10
"DE_686.2","L97.90",10
"DE_686.2","L97.918",10
"DE_686.2",707.8,9
"DE_686.2","L98.423",10
"DE_686.2","L97.1",10
"DE_686.2","L97.116",10
"DE_686.2","L97.203",10
"DE_686.2","L97.221",10
"DE_686.2","L97.308",10
"DE_686.2","L97.325",10
"DE_686.2","L97.412",10
"DE_686.2","L97.5",10
"DE_686.2","L97.516",10
"DE_686.2","L97.803",10
"DE_686.2","L97.821",10
"DE_686.2","L97.908",10
"DE_686.2","L97.925",10
"DE_686.2",707.15,9
"DE_686.2","L98.413",10
"DE_686.2","L98.491",10
"DE_686.2","L97.106",10
"DE_686.2","L97.124",10
"DE_686.2","L97.211",10
"DE_686.2","L97.229",10
"DE_686.2","L97.315",10
"DE_686.2","L97.402",10
"DE_686.2","L97.42",10
"DE_686.2","L97.506",10
"DE_686.2","L97.524",10
"DE_686.2","L97.811",10
"DE_686.2","L97.829",10
"DE_686.2","L97.915",10
"DE_686.2","L98.421",10
"DE_686.2","L98.499",10
"DE_686.2","L97.114",10
"DE_686.2","L97.201",10
"DE_686.2","L97.219",10
"DE_686.2","L97.305",10
"DE_686.2","L97.323",10
"DE_686.2","L97.41",10
"DE_686.2","L97.428",10
"DE_686.2","L97.514",10
"DE_686.2","L97.801",10
"DE_686.2","L97.819",10
"DE_686.2","L97.905",10
"DE_686.2","L97.923",10
"DE_686.2",707.13,9
"DE_686.2","L98.411",10
"DE_686.2","L98.429",10
"DE_686.2","L97.104",10
"DE_686.2","L97.122",10
"DE_686.2","L97.209",10
"DE_686.2","L97.226",10
"DE_686.2","L97.313",10
"DE_686.2","L97.40",10
"DE_686.2","L97.418",10
"DE_686.2","L97.504",10
"DE_686.2","L97.522",10
"DE_686.2","L97.809",10
"DE_686.2","L97.826",10
"DE_686.2","L97.913",10
"DE_687","L95",10
"DE_687","L95.0",10
"DE_687","L95.1",10
"DE_687",709.1,9
"DE_687","L95.8",10
"DE_687","L95.9",10
"DE_688","D86.8",10
"DE_688","L92.8",10
"DE_688","M60.21",10
"DE_688","M60.25",10
"DE_688","D86.86",10
"DE_688",701.5,9
"DE_688","M60.229",10
"DE_688","M60.269",10
"DE_688","D86.2",10
"DE_688","D86.89",10
"DE_688","L92.1",10
"DE_688","M60.2",10
"DE_688","M60.242",10
"DE_688","M60.221",10
"DE_688","M60.261",10
"DE_688","L92.9",10
"DE_688","D86.0",10
"DE_688","M60.24",10
"DE_688","M60.28",10
"DE_688","D86.82",10
"DE_688","M60.219",10
"DE_688","M60.259",10
"DE_688","M60.232",10
"DE_688","M60.272",10
"DE_688","D86.83",10
"DE_688","M60.211",10
"DE_688","M60.251",10
"DE_688",709.4,9
"DE_688",321.4,9
"DE_688","M60.23",10
"DE_688","M60.27",10
"DE_688","L98.0",10
"DE_688","D86.3",10
"DE_688","D86.9",10
"DE_688","L92.3",10
"DE_688","M60.20",10
"DE_688","M60.249",10
"DE_688","D86.85",10
"DE_688",728.82,9
"DE_688","M60.222",10
"DE_688","M60.262",10
"DE_688",686.1,9
"DE_688",135,9
"DE_688","D86.1",10
"DE_688","D86.87",10
"DE_688","L92",10
"DE_688","M60.241",10
"DE_688","D86.84",10
"DE_688","M60.22",10
"DE_688","M60.26",10
"DE_688","D86",10
"DE_688","M60.239",10
"DE_688","M60.279",10
"DE_688","D86.81",10
"DE_688","M60.212",10
"DE_688","M60.252",10
"DE_688","L92.0",10
"DE_688","M60.231",10
"DE_688","M60.271",10
"DE_688",526.3,9
"DE_688","M27.1",10
"DE_688.1","D86",10
"DE_688.1","D86.81",10
"DE_688.1","D86.8",10
"DE_688.1","D86.86",10
"DE_688.1","D86.2",10
"DE_688.1","D86.89",10
"DE_688.1","D86.0",10
"DE_688.1","D86.82",10
"DE_688.1","D86.83",10
"DE_688.1",321.4,9
"DE_688.1","D86.3",10
"DE_688.1","D86.9",10
"DE_688.1","D86.85",10
"DE_688.1",135,9
"DE_688.1","D86.1",10
"DE_688.1","D86.87",10
"DE_688.1","D86.84",10
"DE_688.2","M60.22",10
"DE_688.2","M60.26",10
"DE_688.2","M60.239",10
"DE_688.2","M60.279",10
"DE_688.2","M60.212",10
"DE_688.2","M60.252",10
"DE_688.2","M60.231",10
"DE_688.2","M60.271",10
"DE_688.2","M60.21",10
"DE_688.2","M60.25",10
"DE_688.2","M60.229",10
"DE_688.2","M60.269",10
"DE_688.2","M60.2",10
"DE_688.2","M60.242",10
"DE_688.2","M60.221",10
"DE_688.2","M60.261",10
"DE_688.2","M60.24",10
"DE_688.2","M60.28",10
"DE_688.2","M60.219",10
"DE_688.2","M60.259",10
"DE_688.2","M60.232",10
"DE_688.2","M60.272",10
"DE_688.2","M60.211",10
"DE_688.2","M60.251",10
"DE_688.2",709.4,9
"DE_688.2","M60.23",10
"DE_688.2","M60.27",10
"DE_688.2","L92.3",10
"DE_688.2","M60.20",10
"DE_688.2","M60.249",10
"DE_688.2",728.82,9
"DE_688.2","M60.222",10
"DE_688.2","M60.262",10
"DE_688.2","M60.241",10
"DE_688.3","L98.0",10
"DE_688.3",686.1,9
"DE_688.5",526.3,9
"DE_688.5","M27.1",10
"MS_700","M35.9",10
"MS_700","M60",10
"MS_700","M60.059",10
"MS_700","M60.141",10
"MS_700","M60.819",10
"MS_700",710.3,9
"MS_700","M32.1",10
"MS_700","M34.83",10
"MS_700","M60.05",10
"MS_700","M60.132",10
"MS_700","M60.81",10
"MS_700","M32",10
"MS_700","M33.13",10
"MS_700","M35.0C",10
"MS_700","M60.044",10
"MS_700","M60.129",10
"MS_700","M60.89",10
"MS_700","M33",10
"MS_700","M33.11",10
"MS_700","M33.9",10
"MS_700","M35.09",10
"MS_700","M60.041",10
"MS_700","M60.12",10
"MS_700","M60.872",10
"MS_700","M35.06",10
"MS_700","M35.8",10
"MS_700","M04.8",10
"MS_700","L93.0",10
"MS_700","M60.032",10
"MS_700","M60.111",10
"MS_700","M60.869",10
"MS_700","H01.125",10
"MS_700","M60.029",10
"MS_700","M60.1",10
"MS_700","M60.86",10
"MS_700","M33.12",10
"MS_700","M35.01",10
"MS_700","M36.8",10
"MS_700","M60.02",10
"MS_700","M60.078",10
"MS_700","M60.179",10
"MS_700","M60.851",10
"MS_700","M32.11",10
"MS_700","M33.10",10
"MS_700","M36",10
"MS_700","H01.122",10
"MS_700","M60.011",10
"MS_700","M60.075",10
"MS_700","M60.17",10
"MS_700","M60.842",10
"MS_700","M33.03",10
"MS_700","M33.20",10
"MS_700","M04.2",10
"MS_700","M60.005",10
"MS_700","M60.072",10
"MS_700","M60.161",10
"MS_700","M60.839",10
"MS_700","M34.8",10
"MS_700","L94.4",10
"MS_700","M60.002",10
"MS_700","M60.07",10
"MS_700","M60.152",10
"MS_700","M60.83",10
"MS_700","M60.00",10
"MS_700","M60.061",10
"MS_700","M60.149",10
"MS_700","M60.821",10
"MS_700",710.5,9
"MS_700","M35",10
"MS_700","M35.81",10
"MS_700","M60.052",10
"MS_700","M60.14",10
"MS_700","M60.812",10
"MS_700","G72.41",10
"MS_700","M33.02",10
"MS_700","M34.82",10
"MS_700","B58.82",10
"MS_700","M04.1",10
"MS_700","M60.046",10
"MS_700","M60.131",10
"MS_700","M60.80",10
"MS_700",710,9
"MS_700","M32.13",10
"MS_700","M34.1",10
"MS_700","M35.0B",10
"MS_700","M60.043",10
"MS_700",728.0,9
"MS_700","M60.122",10
"MS_700","M60.88",10
"MS_700","M32.9",10
"MS_700","M33.29",10
"MS_700","M35.00",10
"MS_700","M35.08",10
"MS_700","L93.2",10
"MS_700","M60.04",10
"MS_700","M60.119",10
"MS_700","M60.871",10
"MS_700","G72.49",10
"MS_700","M34.89",10
"MS_700","M35.05",10
"MS_700","L93",10
"MS_700","H01.126",10
"MS_700","M60.031",10
"MS_700","M60.11",10
"MS_700","K68.12",10
"MS_700","M60.862",10
"MS_700",710.1,9
"MS_700","G72.4",10
"MS_700","M32.14",10
"MS_700","M33.01",10
"MS_700","M35.1",10
"MS_700","M60.022",10
"MS_700","M60.09",10
"MS_700","M60.19",10
"MS_700","M60.859",10
"MS_700","M32.12",10
"MS_700","M34",10
"MS_700","H01.123",10
"MS_700","M60.019",10
"MS_700","M60.077",10
"MS_700","M60.172",10
"MS_700","040.81",9
"MS_700","M60.85",10
"MS_700",710.8,9
"MS_700","M32.8",10
"MS_700","M33.1",10
"MS_700","M04.9",10
"MS_700","M60.01",10
"MS_700","M60.074",10
"MS_700","M60.169",10
"MS_700","M60.841",10
"MS_700",710.2,9
"MS_700","M33.2",10
"MS_700","H01.12",10
"MS_700","M60.004",10
"MS_700","M60.071",10
"MS_700","M60.16",10
"MS_700","M60.832",10
"MS_700","M33.00",10
"MS_700","M60.001",10
"MS_700","M60.069",10
"MS_700","M60.151",10
"MS_700","M60.829",10
"MS_700","M36.0",10
"MS_700","M60.0",10
"MS_700",359.71,9
"MS_700","M60.06",10
"MS_700",373.34,9
"MS_700","M60.142",10
"MS_700","M60.82",10
"MS_700",710.4,9
"MS_700","M32.19",10
"MS_700","M33.99",10
"MS_700","M60.051",10
"MS_700","M60.139",10
"MS_700","M60.811",10
"MS_700","M33.19",10
"MS_700","M34.81",10
"MS_700","M35.03",10
"MS_700","M60.045",10
"MS_700","M60.13",10
"MS_700","M60.8",10
"MS_700","M60.9",10
"MS_700",517.2,9
"MS_700","M35.0A",10
"MS_700",359.79,9
"MS_700","M60.042",10
"MS_700","M60.121",10
"MS_700",567.31,9
"MS_700","M60.879",10
"MS_700",710.9,9
"MS_700","M33.22",10
"MS_700","M35.0",10
"MS_700","M35.07",10
"MS_700","M35.89",10
"MS_700","L93.1",10
"MS_700",359.7,9
"MS_700","H01.129",10
"MS_700","M60.039",10
"MS_700","M60.112",10
"MS_700","M60.87",10
"MS_700","M32.15",10
"MS_700","M33.93",10
"MS_700","M35.04",10
"MS_700","M35.5",10
"MS_700","M60.03",10
"MS_700","M60.10",10
"MS_700","M60.861",10
"MS_700",710.0,9
"MS_700","M33.91",10
"MS_700","M34.2",10
"MS_700","M35.02",10
"MS_700","H01.124",10
"MS_700","M60.021",10
"MS_700","M60.08",10
"MS_700","M60.18",10
"MS_700","M60.852",10
"MS_700","M60.012",10
"MS_700","M60.076",10
"MS_700","M60.171",10
"MS_700","M60.849",10
"MS_700","M32.10",10
"MS_700","M33.09",10
"MS_700","M33.21",10
"MS_700","M34.9",10
"MS_700","H01.121",10
"MS_700","M60.009",10
"MS_700","M60.073",10
"MS_700","M60.162",10
"MS_700",695.4,9
"MS_700","M60.84",10
"MS_700","M32.0",10
"MS_700","M33.92",10
"MS_700","M04",10
"MS_700","M60.003",10
"MS_700","M60.070",10
"MS_700","M60.159",10
"MS_700","M60.831",10
"MS_700","M33.0",10
"MS_700","M33.90",10
"MS_700","M34.0",10
"MS_700","B69.81",10
"MS_700","M60.000",10
"MS_700","M60.062",10
"MS_700",728.81,9
"MS_700","M60.15",10
"MS_700","M60.822",10
"MS_700.1","L93.1",10
"MS_700.1","H01.129",10
"MS_700.1","M32.15",10
"MS_700.1",710.0,9
"MS_700.1","H01.124",10
"MS_700.1","M32.10",10
"MS_700.1","H01.121",10
"MS_700.1",695.4,9
"MS_700.1","M32.0",10
"MS_700.1","M32.1",10
"MS_700.1","M32",10
"MS_700.1","L93.0",10
"MS_700.1","H01.125",10
"MS_700.1","M32.11",10
"MS_700.1","H01.122",10
"MS_700.1","M32.13",10
"MS_700.1","M32.9",10
"MS_700.1","L93.2",10
"MS_700.1","L93",10
"MS_700.1","H01.126",10
"MS_700.1","M32.14",10
"MS_700.1","M32.12",10
"MS_700.1","H01.123",10
"MS_700.1","M32.8",10
"MS_700.1","H01.12",10
"MS_700.1",373.34,9
"MS_700.1","M32.19",10
"MS_700.11","M32.19",10
"MS_700.11","M32.15",10
"MS_700.11",710.0,9
"MS_700.11","M32.10",10
"MS_700.11","M32.0",10
"MS_700.11","M32.1",10
"MS_700.11","M32",10
"MS_700.11","M32.11",10
"MS_700.11","M32.13",10
"MS_700.11","M32.9",10
"MS_700.11","M32.14",10
"MS_700.11","M32.12",10
"MS_700.11","M32.8",10
"MS_700.12","H01.12",10
"MS_700.12",373.34,9
"MS_700.12","L93.1",10
"MS_700.12","H01.129",10
"MS_700.12","H01.124",10
"MS_700.12","H01.121",10
"MS_700.12",695.4,9
"MS_700.12","L93.0",10
"MS_700.12","M32.0",10
"MS_700.12","H01.125",10
"MS_700.12","H01.122",10
"MS_700.12","L93.2",10
"MS_700.12","L93",10
"MS_700.12","H01.126",10
"MS_700.12","H01.123",10
"MS_700.2","M35.0",10
"MS_700.2","M35.07",10
"MS_700.2","M35.04",10
"MS_700.2","M35.02",10
"MS_700.2","M35.0C",10
"MS_700.2","M35.09",10
"MS_700.2","M35.06",10
"MS_700.2","M35.01",10
"MS_700.2","M35.0B",10
"MS_700.2","M35.00",10
"MS_700.2","M35.08",10
"MS_700.2","M35.05",10
"MS_700.2",710.2,9
"MS_700.2","M35.03",10
"MS_700.2","M35.0A",10
"MS_700.3","M34.2",10
"MS_700.3","M34.9",10
"MS_700.3","M34.0",10
"MS_700.3","M34.83",10
"MS_700.3","M34.8",10
"MS_700.3","M34.82",10
"MS_700.3","M34.1",10
"MS_700.3","M34.89",10
"MS_700.3",710.1,9
"MS_700.3","M34",10
"MS_700.3","M34.81",10
"MS_700.3",517.2,9
"MS_700.4",359.7,9
"MS_700.4","M60.039",10
"MS_700.4","M60.112",10
"MS_700.4","M60.87",10
"MS_700.4","M33.93",10
"MS_700.4","M60.03",10
"MS_700.4","M60.10",10
"MS_700.4","M60.861",10
"MS_700.4","M33.91",10
"MS_700.4","M60.021",10
"MS_700.4","M60.08",10
"MS_700.4","M60.18",10
"MS_700.4","M60.852",10
"MS_700.4","M60.012",10
"MS_700.4","M60.076",10
"MS_700.4","M60.171",10
"MS_700.4","M60.849",10
"MS_700.4","M33.09",10
"MS_700.4","M33.21",10
"MS_700.4","M60.009",10
"MS_700.4","M60.073",10
"MS_700.4","M60.162",10
"MS_700.4","M60.84",10
"MS_700.4","M33.92",10
"MS_700.4","M60.003",10
"MS_700.4","M60.070",10
"MS_700.4","M60.159",10
"MS_700.4","M60.831",10
"MS_700.4","M33.0",10
"MS_700.4","M33.90",10
"MS_700.4","B69.81",10
"MS_700.4","M60.000",10
"MS_700.4","M60.062",10
"MS_700.4",728.81,9
"MS_700.4","M60.15",10
"MS_700.4","M60.822",10
"MS_700.4","M60",10
"MS_700.4","M60.059",10
"MS_700.4","M60.141",10
"MS_700.4","M60.819",10
"MS_700.4",710.3,9
"MS_700.4","M60.05",10
"MS_700.4","M60.132",10
"MS_700.4","M60.81",10
"MS_700.4","M33.13",10
"MS_700.4","M60.044",10
"MS_700.4","M60.129",10
"MS_700.4","M60.89",10
"MS_700.4","M33",10
"MS_700.4","M33.11",10
"MS_700.4","M33.9",10
"MS_700.4","M60.041",10
"MS_700.4","M60.12",10
"MS_700.4","M60.872",10
"MS_700.4","M60.032",10
"MS_700.4","M60.111",10
"MS_700.4","M60.869",10
"MS_700.4","M60.029",10
"MS_700.4","M60.1",10
"MS_700.4","M60.86",10
"MS_700.4","M33.12",10
"MS_700.4","M60.02",10
"MS_700.4","M60.078",10
"MS_700.4","M60.179",10
"MS_700.4","M60.851",10
"MS_700.4","M33.10",10
"MS_700.4","M60.011",10
"MS_700.4","M60.075",10
"MS_700.4","M60.17",10
"MS_700.4","M60.842",10
"MS_700.4","M33.03",10
"MS_700.4","M33.20",10
"MS_700.4","M60.005",10
"MS_700.4","M60.072",10
"MS_700.4","M60.161",10
"MS_700.4","M60.839",10
"MS_700.4","L94.4",10
"MS_700.4","M60.002",10
"MS_700.4","M60.07",10
"MS_700.4","M60.152",10
"MS_700.4","M60.83",10
"MS_700.4","M60.00",10
"MS_700.4","M60.061",10
"MS_700.4","M60.149",10
"MS_700.4","M60.821",10
"MS_700.4","M60.052",10
"MS_700.4","M60.14",10
"MS_700.4","M60.812",10
"MS_700.4","G72.41",10
"MS_700.4","M33.02",10
"MS_700.4","B58.82",10
"MS_700.4","M60.046",10
"MS_700.4","M60.131",10
"MS_700.4","M60.80",10
"MS_700.4","M60.043",10
"MS_700.4",728.0,9
"MS_700.4","M60.122",10
"MS_700.4","M60.88",10
"MS_700.4","M33.29",10
"MS_700.4","M60.04",10
"MS_700.4","M60.119",10
"MS_700.4","M60.871",10
"MS_700.4","G72.49",10
"MS_700.4","M60.031",10
"MS_700.4","M60.11",10
"MS_700.4","K68.12",10
"MS_700.4","M60.862",10
"MS_700.4","G72.4",10
"MS_700.4","M33.01",10
"MS_700.4","M60.022",10
"MS_700.4","M60.09",10
"MS_700.4","M60.19",10
"MS_700.4","M60.859",10
"MS_700.4","M60.019",10
"MS_700.4","M60.077",10
"MS_700.4","M60.172",10
"MS_700.4","040.81",9
"MS_700.4","M60.85",10
"MS_700.4","M33.1",10
"MS_700.4","M60.01",10
"MS_700.4","M60.074",10
"MS_700.4","M60.169",10
"MS_700.4","M60.841",10
"MS_700.4","M33.2",10
"MS_700.4","M60.004",10
"MS_700.4","M60.071",10
"MS_700.4","M60.16",10
"MS_700.4","M60.832",10
"MS_700.4","M33.00",10
"MS_700.4","M60.001",10
"MS_700.4","M60.069",10
"MS_700.4","M60.151",10
"MS_700.4","M60.829",10
"MS_700.4","M36.0",10
"MS_700.4","M60.0",10
"MS_700.4",359.71,9
"MS_700.4","M60.06",10
"MS_700.4","M60.142",10
"MS_700.4","M60.82",10
"MS_700.4",710.4,9
"MS_700.4","M33.99",10
"MS_700.4","M60.051",10
"MS_700.4","M60.139",10
"MS_700.4","M60.811",10
"MS_700.4","M33.19",10
"MS_700.4","M60.045",10
"MS_700.4","M60.13",10
"MS_700.4","M60.8",10
"MS_700.4","M60.9",10
"MS_700.4",359.79,9
"MS_700.4","M60.042",10
"MS_700.4","M60.121",10
"MS_700.4",567.31,9
"MS_700.4","M60.879",10
"MS_700.4","M33.22",10
"MS_700.41","M60.01",10
"MS_700.41","M60.074",10
"MS_700.41","M60.169",10
"MS_700.41","M60.841",10
"MS_700.41","M60.004",10
"MS_700.41","M60.071",10
"MS_700.41","M60.16",10
"MS_700.41","M60.832",10
"MS_700.41","M60.001",10
"MS_700.41","M60.069",10
"MS_700.41","M60.151",10
"MS_700.41","M60.829",10
"MS_700.41","M60.0",10
"MS_700.41","M60.06",10
"MS_700.41","M60.142",10
"MS_700.41","M60.82",10
"MS_700.41","M60.051",10
"MS_700.41","M60.139",10
"MS_700.41","M60.811",10
"MS_700.41","M60.045",10
"MS_700.41","M60.13",10
"MS_700.41","M60.8",10
"MS_700.41","M60.9",10
"MS_700.41","M60.042",10
"MS_700.41","M60.121",10
"MS_700.41",567.31,9
"MS_700.41","M60.879",10
"MS_700.41","M60.039",10
"MS_700.41","M60.112",10
"MS_700.41","M60.87",10
"MS_700.41","M60.03",10
"MS_700.41","M60.10",10
"MS_700.41","M60.861",10
"MS_700.41","M60.021",10
"MS_700.41","M60.08",10
"MS_700.41","M60.18",10
"MS_700.41","M60.852",10
"MS_700.41","M60.012",10
"MS_700.41","M60.076",10
"MS_700.41","M60.171",10
"MS_700.41","M60.849",10
"MS_700.41","M60.009",10
"MS_700.41","M60.073",10
"MS_700.41","M60.162",10
"MS_700.41","M60.84",10
"MS_700.41","M60.003",10
"MS_700.41","M60.070",10
"MS_700.41","M60.159",10
"MS_700.41","M60.831",10
"MS_700.41","B69.81",10
"MS_700.41","M60.000",10
"MS_700.41","M60.062",10
"MS_700.41",728.81,9
"MS_700.41","M60.15",10
"MS_700.41","M60.822",10
"MS_700.41","M60",10
"MS_700.41","M60.059",10
"MS_700.41","M60.141",10
"MS_700.41","M60.819",10
"MS_700.41","M60.05",10
"MS_700.41","M60.132",10
"MS_700.41","M60.81",10
"MS_700.41","M60.044",10
"MS_700.41","M60.129",10
"MS_700.41","M60.89",10
"MS_700.41","M60.041",10
"MS_700.41","M60.12",10
"MS_700.41","M60.872",10
"MS_700.41","M60.032",10
"MS_700.41","M60.111",10
"MS_700.41","M60.869",10
"MS_700.41","M60.029",10
"MS_700.41","M60.1",10
"MS_700.41","M60.86",10
"MS_700.41","M60.02",10
"MS_700.41","M60.078",10
"MS_700.41","M60.179",10
"MS_700.41","M60.851",10
"MS_700.41","M60.011",10
"MS_700.41","M60.075",10
"MS_700.41","M60.17",10
"MS_700.41","M60.842",10
"MS_700.41","M60.005",10
"MS_700.41","M60.072",10
"MS_700.41","M60.161",10
"MS_700.41","M60.839",10
"MS_700.41","M60.002",10
"MS_700.41","M60.07",10
"MS_700.41","M60.152",10
"MS_700.41","M60.83",10
"MS_700.41","M60.00",10
"MS_700.41","M60.061",10
"MS_700.41","M60.149",10
"MS_700.41","M60.821",10
"MS_700.41","M60.052",10
"MS_700.41","M60.14",10
"MS_700.41","M60.812",10
"MS_700.41","B58.82",10
"MS_700.41","M60.046",10
"MS_700.41","M60.131",10
"MS_700.41","M60.80",10
"MS_700.41","M60.043",10
"MS_700.41",728.0,9
"MS_700.41","M60.122",10
"MS_700.41","M60.88",10
"MS_700.41","M60.04",10
"MS_700.41","M60.119",10
"MS_700.41","M60.871",10
"MS_700.41","M60.031",10
"MS_700.41","M60.11",10
"MS_700.41","K68.12",10
"MS_700.41","M60.862",10
"MS_700.41","M60.022",10
"MS_700.41","M60.09",10
"MS_700.41","M60.19",10
"MS_700.41","M60.859",10
"MS_700.41","M60.019",10
"MS_700.41","M60.077",10
"MS_700.41","M60.172",10
"MS_700.41","040.81",9
"MS_700.41","M60.85",10
"MS_700.42","M33.00",10
"MS_700.42","M33.99",10
"MS_700.42","M36.0",10
"MS_700.42","M33.19",10
"MS_700.42","M33.93",10
"MS_700.42","M33.91",10
"MS_700.42","M33.09",10
"MS_700.42","M33.92",10
"MS_700.42","M33.0",10
"MS_700.42","M33.90",10
"MS_700.42",710.3,9
"MS_700.42","M33.13",10
"MS_700.42","M33",10
"MS_700.42","M33.11",10
"MS_700.42","M33.9",10
"MS_700.42","M33.12",10
"MS_700.42","M33.10",10
"MS_700.42","M33.03",10
"MS_700.42","L94.4",10
"MS_700.42","M33.02",10
"MS_700.42","M33.01",10
"MS_700.42","M33.1",10
"MS_700.43","M33.02",10
"MS_700.43","M33.2",10
"MS_700.43",710.4,9
"MS_700.43","M33.22",10
"MS_700.43","M33.00",10
"MS_700.43","M33.99",10
"MS_700.43","M33.21",10
"MS_700.43","M33.19",10
"MS_700.43","M33.93",10
"MS_700.43","M33.91",10
"MS_700.43","M33.92",10
"MS_700.43","M33.90",10
"MS_700.43","M33.20",10
"MS_700.43","M33",10
"MS_700.43","M33.11",10
"MS_700.43","M33.9",10
"MS_700.43","M33.12",10
"MS_700.43","M33.10",10
"MS_700.43","M33.29",10
"MS_700.44",359.71,9
"MS_700.44","G72.41",10
"MS_700.6","M04",10
"MS_700.6","M04.8",10
"MS_700.6","M04.2",10
"MS_700.6","M04.1",10
"MS_700.6","M04.9",10
"MS_700.7","M35.81",10
"MS_701","A66.6",10
"MS_701","M86.032",10
"MS_701","M86.132",10
"MS_701","M86.232",10
"MS_701",730.31,9
"MS_701","M86.332",10
"MS_701","M46.27",10
"MS_701","A18.03",10
"MS_701","M86.432",10
"MS_701","M86.532",10
"MS_701","M86.632",10
"MS_701","M86.8X0",10
"MS_701","A54.43",10
"MS_701","M86.029",10
"MS_701","M86.129",10
"MS_701","M86.229",10
"MS_701",730.91,9
"MS_701","M86.329",10
"MS_701","M86.429",10
"MS_701","M86.529",10
"MS_701","M86.629",10
"MS_701","H05.029",10
"MS_701","M86.02",10
"MS_701","M86.12",10
"MS_701","M86.22",10
"MS_701",730.22,9
"MS_701",730.83,9
"MS_701","M86.32",10
"MS_701","M86.42",10
"MS_701","M46.38",10
"MS_701","M86.52",10
"MS_701","M86.62",10
"MS_701","M86.8X7",10
"MS_701","M86.011",10
"MS_701","M86.111",10
"MS_701",730,9
"MS_701","M86.211",10
"MS_701",730.19,9
"MS_701",730.36,9
"MS_701","M86.311",10
"MS_701","M86.411",10
"MS_701","M86.511",10
"MS_701","M86.611",10
"MS_701","M86.0",10
"MS_701","M86.1",10
"MS_701","M86.2",10
"MS_701",730.16,9
"MS_701",730.29,9
"MS_701","M86.3",10
"MS_701",730.96,9
"MS_701","M86.4",10
"MS_701","M46.25",10
"MS_701","M86.5",10
"MS_701","M86.6",10
"MS_701","M86.8",10
"MS_701","M86.079",10
"MS_701","M86.179",10
"MS_701",730.13,9
"MS_701","M86.279",10
"MS_701",730.88,9
"MS_701","M86.379",10
"MS_701","M86.479",10
"MS_701","M86.579",10
"MS_701","M86.679",10
